INCIDENT_KEY,YEAR
10333342,2006
10411003,2006
10411002,2006
10411006,2006
10411004,2006
10411016,2006
10411008,2006
10411008,2006
10411011,2006
10411010,2006
10411017,2006
10411009,2006
10411014,2006
10411013,2006
10411018,2006
10411015,2006
10454360,2006
10454360,2006
10454362,2006
10454364,2006
10454361,2006
10454369,2006
10454365,2006
10454368,2006
10454368,2006
10454371,2006
10454371,2006
10454371,2006
10454371,2006
10454367,2006
10454370,2006
10454383,2006
10454382,2006
10454366,2006
10454386,2006
10454372,2006
10454378,2006
10454377,2006
10454376,2006
10454376,2006
10454384,2006
10454380,2006
10454379,2006
10454374,2006
10454373,2006
10454373,2006
10619049,2006
10454381,2006
10619051,2006
10619048,2006
10619052,2006
10619050,2006
10619054,2006
10619053,2006
10619053,2006
10619066,2006
10619057,2006
10619059,2006
10619062,2006
10619058,2006
10619060,2006
10619067,2006
10619074,2006
10619068,2006
10619071,2006
10619072,2006
10619070,2006
10619075,2006
10619076,2006
10619077,2006
10619080,2006
10619080,2006
10619081,2006
10619084,2006
10619085,2006
10619094,2006
10619082,2006
10619088,2006
10619087,2006
10619086,2006
10619091,2006
10660747,2006
10619096,2006
10619095,2006
10619089,2006
10660750,2006
10660750,2006
10660750,2006
10660750,2006
10660751,2006
10660751,2006
10660753,2006
10660752,2006
10660758,2006
10660757,2006
10660756,2006
10660754,2006
10660759,2006
10660755,2006
10660760,2006
10660760,2006
10660763,2006
10660763,2006
10660761,2006
10660764,2006
10713395,2006
10713399,2006
10713399,2006
10713397,2006
10713398,2006
10713398,2006
10713396,2006
10713400,2006
10713401,2006
10713402,2006
10713404,2006
10713403,2006
10713410,2006
10713410,2006
10713405,2006
10713405,2006
10764205,2006
10764206,2006
10713411,2006
10764209,2006
10764207,2006
10764207,2006
10764208,2006
10764211,2006
10764210,2006
10764215,2006
10764215,2006
10764214,2006
10764213,2006
10804584,2006
10804583,2006
10804595,2006
10804595,2006
10804582,2006
10804587,2006
10804586,2006
10804586,2006
10804586,2006
10804586,2006
10804585,2006
10804588,2006
10804592,2006
10804591,2006
10804590,2006
10804590,2006
10804593,2006
10804589,2006
10804594,2006
10804598,2006
10804596,2006
10804596,2006
10879203,2006
10879202,2006
10804600,2006
10804600,2006
10879205,2006
10879206,2006
10879207,2006
10879209,2006
10879209,2006
10879209,2006
10879212,2006
10879211,2006
10879211,2006
10879224,2006
10879215,2006
10879214,2006
10879221,2006
10879213,2006
10879213,2006
10879213,2006
10879213,2006
10879222,2006
10879222,2006
10879222,2006
10879222,2006
10879216,2006
10879216,2006
10879225,2006
10879217,2006
10879217,2006
10879217,2006
10879228,2006
10879227,2006
10879226,2006
10879218,2006
10904917,2006
10904916,2006
10904915,2006
10904920,2006
10904918,2006
10904923,2006
10904921,2006
10904922,2006
10904922,2006
10904919,2006
10953933,2006
10953929,2006
10953931,2006
10953928,2006
10953928,2006
10953930,2006
10953935,2006
10953932,2006
10953934,2006
10953934,2006
10953942,2006
10953940,2006
10953939,2006
10953938,2006
10953937,2006
10969344,2006
10953944,2006
10953943,2006
10969345,2006
10969346,2006
10969346,2006
11118836,2006
11118835,2006
11118837,2006
11118844,2006
11118838,2006
11118846,2006
11118846,2006
11118845,2006
11118854,2006
11118850,2006
11118850,2006
11118855,2006
11118855,2006
11118852,2006
11118839,2006
11118851,2006
11118840,2006
11118849,2006
11118847,2006
11118848,2006
11118841,2006
11118192,2006
11118192,2006
11118192,2006
11118856,2006
11118856,2006
11118853,2006
11118196,2006
11118193,2006
11118193,2006
11118194,2006
11118197,2006
11118198,2006
11118195,2006
11118200,2006
11118201,2006
11118201,2006
11118201,2006
11118201,2006
11118201,2006
11118201,2006
11118199,2006
11118202,2006
11118215,2006
11118205,2006
11118213,2006
11118204,2006
11118204,2006
11118204,2006
11118204,2006
11118204,2006
11118204,2006
11118204,2006
11118204,2006
11118214,2006
11118203,2006
11118216,2006
11118216,2006
11118217,2006
11118207,2006
11118207,2006
11118206,2006
11118218,2006
11118218,2006
11118210,2006
11118219,2006
11118208,2006
11118220,2006
11118223,2006
11118209,2006
11118225,2006
11118224,2006
11118222,2006
11118228,2006
11118221,2006
11118227,2006
11118229,2006
11118235,2006
11118231,2006
11118232,2006
11118232,2006
11118232,2006
11118232,2006
11118233,2006
11118234,2006
11118237,2006
11118237,2006
11118236,2006
11118236,2006
11118240,2006
11118239,2006
11118250,2006
11118238,2006
11118248,2006
11118247,2006
11118249,2006
11118241,2006
11118242,2006
11118244,2006
11118244,2006
11118244,2006
11118244,2006
11118243,2006
11118245,2006
12679344,2006
12679343,2006
12679342,2006
12679345,2006
12679346,2006
11118246,2006
12679347,2006
12679351,2006
12679350,2006
12679348,2006
12679352,2006
12679352,2006
12679353,2006
12679355,2006
12679355,2006
12679359,2006
12679356,2006
12679354,2006
12835952,2006
12679357,2006
12835937,2006
12835936,2006
12835953,2006
12835953,2006
12835953,2006
12835953,2006
12835938,2006
12835935,2006
12835940,2006
12835950,2006
12835939,2006
12835951,2006
12835951,2006
12835944,2006
12835942,2006
12835943,2006
12835941,2006
12835947,2006
12835947,2006
12835948,2006
12835946,2006
12835946,2006
12835945,2006
12835945,2006
12835945,2006
12835945,2006
12835945,2006
12835945,2006
15400537,2006
15400536,2006
15400535,2006
15400539,2006
15400548,2006
15400542,2006
15400541,2006
15400540,2006
15400544,2006
15400544,2006
15400546,2006
15400545,2006
15400549,2006
15400547,2006
15400552,2006
15400551,2006
15400553,2006
15400556,2006
15400555,2006
15400555,2006
15400554,2006
15400557,2006
15400557,2006
15400558,2006
15400561,2006
15400562,2006
15400564,2006
24550986,2006
15400565,2006
16631427,2006
16631427,2006
16631428,2006
15400569,2006
15400569,2006
15400569,2006
15400568,2006
16631426,2006
16631431,2006
16631430,2006
16631429,2006
16631429,2006
15400570,2006
16631432,2006
16631436,2006
16631436,2006
16631435,2006
16631435,2006
16631434,2006
16631447,2006
16631446,2006
16631445,2006
16631433,2006
16631448,2006
16631450,2006
16631449,2006
16631440,2006
16631439,2006
16631438,2006
16631451,2006
16631437,2006
16631444,2006
16631444,2006
16631444,2006
16631453,2006
16631452,2006
16631457,2006
16631460,2006
16631460,2006
16631460,2006
16631460,2006
16631460,2006
16631460,2006
16631456,2006
16631456,2006
16631456,2006
16631461,2006
16631462,2006
16631455,2006
16631466,2006
16631464,2006
16631465,2006
16631465,2006
16631463,2006
16631458,2006
16631467,2006
16631469,2006
16631470,2006
16631468,2006
16631473,2006
16631472,2006
16631486,2006
16631486,2006
16631474,2006
16631474,2006
16631475,2006
16631476,2006
16631477,2006
16631490,2006
16631480,2006
16631491,2006
16631493,2006
16631495,2006
16631478,2006
16631478,2006
16631479,2006
16631479,2006
16631482,2006
16631481,2006
16631484,2006
16631499,2006
16631500,2006
16631498,2006
16631485,2006
16631485,2006
16631497,2006
16631497,2006
16631496,2006
16631496,2006
16631483,2006
16631504,2006
16631505,2006
16631502,2006
16631507,2006
16631508,2006
16631512,2006
16631510,2006
16631511,2006
16631506,2006
16692665,2006
16692666,2006
16631513,2006
16692664,2006
16692673,2006
16692673,2006
16692673,2006
16692680,2006
16692669,2006
16692670,2006
16692679,2006
16692678,2006
16692668,2006
16692667,2006
16692681,2006
16692674,2006
16814017,2006
16692671,2006
16692672,2006
16692672,2006
16692675,2006
16692685,2006
16692683,2006
16692683,2006
16692682,2006
16692688,2006
16692686,2006
16692687,2006
16733758,2006
16733759,2006
16895048,2006
16733761,2006
16733761,2006
16733775,2006
16733766,2006
16733765,2006
16733764,2006
16733776,2006
16733768,2006
16733767,2006
16733779,2006
16733769,2006
16733771,2006
16733770,2006
16733773,2006
16733772,2006
16814009,2006
16814010,2006
16814010,2006
16814010,2006
16814010,2006
16814010,2006
16814010,2006
16733781,2006
16733781,2006
16733780,2006
16814012,2006
16814011,2006
16814011,2006
16814011,2006
16814011,2006
16814016,2006
16814015,2006
16814013,2006
16814014,2006
16814020,2006
16814018,2006
16814019,2006
16814023,2006
16814022,2006
16814047,2006
16814032,2006
16814027,2006
16814026,2006
16814024,2006
16814025,2006
16814043,2006
16814031,2006
16814031,2006
16814031,2006
16814031,2006
16814039,2006
16814034,2006
16814036,2006
16814037,2006
16814033,2006
16814033,2006
16814029,2006
16814035,2006
16814038,2006
16814028,2006
16814030,2006
16814048,2006
16814048,2006
16895007,2006
16814045,2006
16895005,2006
16895005,2006
16814040,2006
16895006,2006
16895008,2006
16895008,2006
16895019,2006
16895019,2006
16895015,2006
16895014,2006
16895010,2006
16895009,2006
16895016,2006
16895013,2006
16895012,2006
16895018,2006
16895011,2006
16895017,2006
16895031,2006
16895026,2006
16895027,2006
16895020,2006
16895030,2006
16895025,2006
16895023,2006
16895024,2006
16895035,2006
16895035,2006
16895034,2006
16895043,2006
16895022,2006
16895021,2006
16895033,2006
16895032,2006
16895036,2006
16895046,2006
16895046,2006
16895039,2006
16895039,2006
16895037,2006
16895038,2006
16895047,2006
16895041,2006
16895040,2006
16895040,2006
23354048,2006
23354050,2006
23354047,2006
16895049,2006
23354049,2006
23354056,2006
23354058,2006
23354052,2006
23354051,2006
23354060,2006
23354065,2006
23354062,2006
23354062,2006
23354062,2006
23354062,2006
23354062,2006
23354062,2006
23354057,2006
23354055,2006
23354061,2006
23354059,2006
23354053,2006
23354053,2006
23354054,2006
23354054,2006
23354066,2006
23354066,2006
23354069,2006
23354086,2006
23354081,2006
23354080,2006
23354070,2006
23354068,2006
23354071,2006
23354067,2006
23354084,2006
23354084,2006
23354084,2006
23354084,2006
23354084,2006
23354084,2006
23354084,2006
23354084,2006
23354072,2006
23354077,2006
23354087,2006
23354075,2006
23354074,2006
23354079,2006
23354079,2006
23354079,2006
23354076,2006
23354078,2006
23354073,2006
23354085,2006
23354091,2006
23354090,2006
23354088,2006
23354089,2006
23354094,2006
23354093,2006
23354093,2006
23354102,2006
23354101,2006
23354096,2006
23354095,2006
23354092,2006
23354103,2006
23354100,2006
23354099,2006
23354105,2006
23354098,2006
23354098,2006
23354097,2006
23354097,2006
23354109,2006
23354109,2006
23354109,2006
23354108,2006
23354112,2006
23354130,2006
23354130,2006
23354111,2006
23354110,2006
23354114,2006
23354124,2006
23354113,2006
23354125,2006
23354115,2006
23354126,2006
23354126,2006
23354123,2006
23354127,2006
23354127,2006
23354121,2006
23354120,2006
23354119,2006
23354119,2006
23354118,2006
23354118,2006
23354118,2006
23354118,2006
23354116,2006
23354128,2006
23354117,2006
23354131,2006
23354129,2006
23354133,2006
23354133,2006
23354136,2006
23354135,2006
23354134,2006
23354132,2006
23354138,2006
23354144,2006
23354145,2006
23354143,2006
23354143,2006
23354142,2006
23354141,2006
23354137,2006
23421793,2006
23421793,2006
23354147,2006
23354147,2006
23354147,2006
23354146,2006
23421763,2006
23421764,2006
23421767,2006
23421766,2006
23421765,2006
23421775,2006
23421775,2006
23421770,2006
23421770,2006
23421776,2006
23421777,2006
23421780,2006
23421778,2006
23421773,2006
23421781,2006
23444498,2006
23421785,2006
23421785,2006
23421786,2006
23421782,2006
23421784,2006
23421783,2006
23421779,2006
23421788,2006
23421788,2006
23421774,2006
23421774,2006
23421789,2006
23421790,2006
23471266,2006
23421787,2006
23421791,2006
23421800,2006
23421800,2006
23421798,2006
23421803,2006
23421801,2006
23444496,2006
23444492,2006
23444492,2006
23444493,2006
23444491,2006
23444490,2006
23421799,2006
23444497,2006
23471261,2006
23471261,2006
23444495,2006
23444499,2006
23444494,2006
23444494,2006
23471265,2006
23525525,2006
23525527,2006
23501815,2006
23501816,2006
23525526,2006
23477235,2006
23501820,2006
23501822,2006
23501822,2006
23501821,2006
23501821,2006
23501821,2006
23501819,2006
23512406,2006
23512406,2006
23512406,2006
23512406,2006
23501817,2006
23501817,2006
23501817,2006
23501817,2006
23512407,2006
23501824,2006
23588714,2006
23501818,2006
23512409,2006
23525529,2006
23525522,2006
23525522,2006
23525530,2006
23512408,2006
23512408,2006
23525528,2006
23525528,2006
23549336,2006
23525523,2006
23525523,2006
23525523,2006
23525523,2006
23549335,2006
23549335,2006
23549335,2006
23549335,2006
23549337,2006
23549340,2006
23549339,2006
23564123,2006
23588710,2006
23588710,2006
23549342,2006
23564125,2006
23588711,2006
23549341,2006
23549341,2006
23564122,2006
23588709,2006
23588709,2006
23588712,2006
23588713,2006
23588716,2006
23588715,2006
23601897,2006
23601896,2006
23650225,2006
23613984,2006
23613986,2006
23625558,2006
23613983,2006
23625563,2006
23650227,2006
23650227,2006
23650227,2006
23650227,2006
23650227,2006
23650227,2006
23625567,2006
23625566,2006
23625561,2006
23613987,2006
23613987,2006
23613987,2006
23613987,2006
23613985,2006
23625565,2006
23625568,2006
23650228,2006
23625562,2006
23650223,2006
23650229,2006
23665376,2006
23678693,2006
23678693,2006
23678693,2006
23678693,2006
23665375,2006
23678694,2006
23678694,2006
23678694,2006
23650230,2006
23678697,2006
23678697,2006
23678696,2006
23678695,2006
23694321,2006
23694319,2006
23694318,2006
23694320,2006
23694320,2006
23710961,2006
23722472,2006
23722471,2006
23722471,2006
23722469,2006
23710963,2006
23733989,2006
23722475,2006
23749369,2006
23733988,2006
23733988,2006
23722476,2006
23733992,2006
23749370,2006
23749364,2006
23749371,2006
23749367,2006
23733990,2006
23722474,2006
23722473,2006
23749372,2006
23749365,2006
23749365,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23749375,2006
23750589,2006
23749374,2006
23749373,2006
23749373,2006
23775803,2006
23775803,2006
23775801,2006
23775805,2006
23775804,2006
23791861,2006
23791860,2006
23791859,2006
23807435,2006
23791866,2006
23791867,2006
23791865,2006
23791864,2006
23791863,2006
23807437,2006
23807438,2006
23822591,2006
23822599,2006
23822596,2006
23822596,2006
23822597,2006
23822598,2006
23822595,2006
23822595,2006
23822595,2006
23822595,2006
23822594,2006
23833843,2006
23846689,2006
23833842,2006
23846690,2006
23846690,2006
23846690,2006
23846688,2006
23846688,2006
23833841,2006
23833841,2006
23846686,2006
23846685,2006
23846685,2006
23846685,2006
23846685,2006
23846684,2006
23846684,2006
23846694,2006
23846693,2006
23872821,2006
23846692,2006
23846692,2006
23846691,2006
23846687,2006
23888270,2006
23888270,2006
23888267,2006
23888268,2006
23872824,2006
23872824,2006
23888269,2006
23904201,2006
23888272,2006
23888271,2006
23888274,2006
23904207,2006
23920281,2006
23904206,2006
23904205,2006
23904204,2006
23920280,2006
23904203,2006
23920279,2006
23920284,2006
23920285,2006
23934575,2006
23920283,2006
23920282,2006
23934581,2006
23934579,2006
23934579,2006
23934580,2006
23934578,2006
23934576,2006
23934576,2006
23934577,2006
23934577,2006
23945310,2006
23974387,2006
23945314,2006
23945314,2006
23945314,2006
23945313,2006
23945312,2006
23945312,2006
23945312,2006
23945312,2006
23945311,2006
23957542,2006
23957542,2006
23957542,2006
23957542,2006
23957542,2006
23957542,2006
23957542,2006
23957542,2006
23957539,2006
23957543,2006
23957540,2006
23957541,2006
23957541,2006
23957544,2006
23974385,2006
23974388,2006
23945315,2006
23945316,2006
23974386,2006
23957547,2006
23957546,2006
23957545,2006
23957545,2006
23999557,2006
23974389,2006
23999559,2006
23999558,2006
23974390,2006
24027561,2006
24027561,2006
23974391,2006
24027562,2006
23999560,2006
24027564,2006
24027563,2006
24050489,2006
24050489,2006
24050489,2006
24050470,2006
24050484,2006
24050467,2006
24050469,2006
24050468,2006
24050465,2006
24050466,2006
24050473,2006
24050475,2006
24050472,2006
24050472,2006
24050471,2006
24050474,2006
24050488,2006
24050488,2006
24050482,2006
24050482,2006
24050482,2006
24050482,2006
24050481,2006
24050487,2006
24050477,2006
24050476,2006
24050479,2006
24050479,2006
24050478,2006
24050486,2006
24050486,2006
24050493,2006
24050492,2006
24050491,2006
24050490,2006
24078700,2006
24078698,2006
24078699,2006
24103842,2006
24103837,2006
24103844,2006
24103844,2006
24103836,2006
24103838,2006
24103848,2006
24103852,2006
24103850,2006
24103847,2006
24103847,2006
24103851,2006
24103846,2006
24103839,2006
24103854,2006
24103845,2006
24103845,2006
24103849,2006
24103843,2006
24142870,2006
24129966,2006
24142871,2006
24129967,2006
24129967,2006
24129967,2006
24129967,2006
24118984,2006
24118984,2006
24118984,2006
24157444,2006
24157444,2006
24129969,2006
24129968,2006
24157453,2006
24157452,2006
24157447,2006
24157449,2006
24157449,2006
24157457,2006
24157458,2006
24157456,2006
24157445,2006
24157445,2006
24157445,2006
24157445,2006
24157445,2006
24157445,2006
24157445,2006
24157445,2006
24157443,2006
24171874,2006
24157455,2006
24157454,2006
24157454,2006
24157454,2006
24157454,2006
24157454,2006
24157454,2006
24157461,2006
24171875,2006
24157460,2006
24157459,2006
24157459,2006
24187297,2006
24202180,2006
24224966,2006
24187299,2006
24187299,2006
24187298,2006
24264429,2006
24224971,2006
24224969,2006
24224969,2006
24224972,2006
24224970,2006
24224970,2006
24224968,2006
24224968,2006
24236345,2006
24236344,2006
24236344,2006
24248673,2006
24236347,2006
24236346,2006
24248674,2006
24264428,2006
24248677,2006
24248675,2006
24248676,2006
24248681,2006
24248680,2006
24248679,2006
24264433,2006
24264431,2006
24264430,2006
24264430,2006
24264432,2006
24287319,2006
24303624,2006
24303623,2006
24303626,2006
24303625,2006
24287320,2006
24287321,2006
24287321,2006
24335996,2006
24773582,2006
24320688,2006
24320687,2006
24320687,2006
24320687,2006
24320685,2006
24320684,2006
24347271,2006
24347272,2006
24335999,2006
24347269,2006
24347269,2006
24347270,2006
24347268,2006
24335998,2006
24378762,2006
24378760,2006
24335997,2006
24335997,2006
24347273,2006
24347274,2006
24360982,2006
24360983,2006
24360989,2006
24360989,2006
24360989,2006
24360989,2006
24378763,2006
24378765,2006
24378764,2006
24347275,2006
24360988,2006
24360987,2006
24360986,2006
24360985,2006
24394053,2006
24378757,2006
24378768,2006
24378767,2006
24378766,2006
24418561,2006
24378769,2006
24394056,2006
24394055,2006
24394057,2006
24418564,2006
24394054,2006
24434214,2006
24418566,2006
24434215,2006
24418565,2006
24418565,2006
24434213,2006
24434213,2006
24449549,2006
24814501,2006
24434216,2006
24418567,2006
24449552,2006
24449551,2006
24449551,2006
24449551,2006
24449551,2006
24449550,2006
24460718,2006
24460722,2006
24449554,2006
24460721,2006
24460720,2006
24449553,2006
24474753,2006
24474752,2006
24474758,2006
24474757,2006
24474756,2006
24491449,2006
24491446,2006
24474755,2006
24516760,2006
24491450,2006
24516761,2006
24491442,2006
24516763,2006
24491452,2006
24491452,2006
24516762,2006
24516762,2006
24491451,2006
24491453,2006
24550982,2006
24550984,2006
24516764,2006
24565928,2006
24550985,2006
24550983,2006
24565929,2006
24565929,2006
24565925,2006
24565931,2006
24565930,2006
24577496,2006
24626212,2006
24626212,2006
24577498,2006
24577498,2006
24626210,2006
24626211,2006
24577497,2006
24565933,2006
24591357,2006
24591355,2006
24591355,2006
24591356,2006
24577500,2006
24591360,2006
24591362,2006
24591359,2006
24591358,2006
24591358,2006
24626206,2006
24626206,2006
24577499,2006
24626208,2006
24626208,2006
24626215,2006
24626214,2006
24626213,2006
24626216,2006
24626223,2006
24626222,2006
24626220,2006
24626218,2006
24626219,2006
24643626,2006
24643626,2006
24643631,2006
24643627,2006
24643627,2006
24643627,2006
24643627,2006
24659051,2006
24643630,2006
24643628,2006
24675453,2006
24675458,2006
24675458,2006
24675457,2006
24675456,2006
24675456,2006
24675455,2006
24675454,2006
24687029,2006
24687026,2006
24687027,2006
24687027,2006
24687025,2006
24717008,2006
24699539,2006
24699535,2006
24699536,2006
24699538,2006
24699537,2006
24717009,2006
24717007,2006
24717015,2006
24717014,2006
24699540,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717013,2006
24717011,2006
24717012,2006
24717010,2006
24740694,2006
24740697,2006
24740696,2006
24740695,2006
24756397,2006
24773583,2006
24773584,2006
24773584,2006
24773592,2006
24773591,2006
24797479,2006
24773585,2006
24814505,2006
24814499,2006
24814502,2006
24814502,2006
24814500,2006
24814494,2006
24797483,2006
24797481,2006
24814497,2006
24814496,2006
24814507,2006
24814507,2006
24814495,2006
24814498,2006
24797484,2006
24814503,2006
24814504,2006
24814508,2006
24814506,2006
24814509,2006
24839843,2006
24839839,2006
24839842,2006
24839842,2006
24814512,2006
24814511,2006
24839844,2006
24873072,2006
24856702,2006
24856702,2006
24856701,2006
24888642,2006
24888641,2006
24888645,2006
24888640,2006
24888640,2006
24888640,2006
24888640,2006
24888646,2006
24930766,2006
24930766,2006
24888644,2006
24930773,2006
24888648,2006
24888647,2006
24888639,2006
24900144,2006
24930768,2006
24930769,2006
24930770,2006
24930772,2006
24930772,2006
24930771,2006
24913682,2006
24913681,2006
24913680,2006
24913680,2006
24930765,2006
24930776,2006
24954784,2006
24954784,2006
24954783,2006
24954783,2006
24954783,2006
24954785,2006
24997735,2006
24980018,2006
24980015,2006
24997736,2006
24980014,2006
25012787,2006
25012787,2006
24997737,2006
25012784,2006
25012784,2006
25012788,2006
25055205,2006
25012783,2006
24997738,2006
25023634,2006
25023635,2006
25023633,2006
25012789,2006
25036114,2006
25036112,2006
25036118,2006
25036118,2006
25036113,2006
25036113,2006
25036113,2006
25036117,2006
25055202,2006
25036116,2006
25036115,2006
25055201,2006
25055206,2006
25055207,2006
25055207,2006
25078536,2006
25036119,2006
25095841,2006
25095840,2006
25095840,2006
25095840,2006
25095840,2006
25095840,2006
25095840,2006
25095840,2006
25095840,2006
25078537,2006
25078538,2006
25078540,2006
25055208,2006
25095837,2006
25095842,2006
25078539,2006
25095839,2006
25127997,2006
25111765,2006
25111764,2006
25111764,2006
25127996,2006
25127994,2006
25139792,2006
25170414,2006
25170411,2006
25170415,2006
25152721,2006
25195149,2006
25195150,2006
25207006,2006
25207005,2006
25207004,2006
25240993,2006
25207007,2006
25217936,2006
25217937,2006
25217937,2006
25217938,2006
25257129,2006
25257128,2006
25283460,2006
25257125,2006
25257130,2006
25257130,2006
25257130,2006
25257130,2006
25257126,2006
25260906,2006
25260905,2006
25283461,2006
25260902,2006
25260903,2006
25250528,2006
25250527,2006
25260907,2006
25297605,2006
25297607,2006
25283463,2006
25297609,2006
25297608,2006
25313902,2006
25313903,2006
25313903,2006
25313903,2006
25313903,2006
25313903,2006
25313903,2006
25327783,2006
25313901,2006
25313901,2006
25313899,2006
25313899,2006
25313899,2006
25313899,2006
25313900,2006
25327782,2006
25327782,2006
25344910,2006
25344911,2006
25344914,2006
25344915,2006
25344913,2006
25344912,2006
25359022,2006
25384534,2006
25359021,2006
25384536,2006
25384536,2006
25384536,2006
25384536,2006
25359020,2006
25370558,2006
25359019,2006
25370559,2006
25384535,2006
25370562,2006
25384540,2006
25384541,2006
25370561,2006
25370560,2006
25384543,2006
25384543,2006
25384542,2006
25384542,2006
25370563,2006
25408352,2006
25424625,2006
25424624,2006
25424626,2006
25424629,2006
25424629,2006
25452383,2006
25452382,2006
25424628,2006
25424628,2006
25424628,2006
25424628,2006
25424627,2006
25440820,2006
25440820,2006
25452384,2006
25452379,2006
25452379,2006
25452379,2006
25452379,2006
25452379,2006
25452379,2006
25452379,2006
25452379,2006
25452378,2006
25490109,2006
25490114,2006
25490114,2006
25490114,2006
25490114,2006
25466212,2006
27538787,2006
27538787,2006
27538787,2006
27538787,2006
25466213,2006
25466211,2006
25466211,2006
25476051,2006
25466217,2006
25466218,2006
25466215,2006
25466215,2006
25466216,2006
25490113,2006
25466214,2006
25476052,2006
25490111,2006
25490117,2006
25490117,2006
25490117,2006
25490115,2006
25490116,2006
25476049,2006
25476053,2006
25476050,2006
25476048,2006
25476048,2006
25490118,2006
25490112,2006
25490108,2006
25490119,2006
25511190,2006
25527192,2006
25527194,2006
25527193,2006
25527193,2006
25527196,2006
25544431,2006
25527195,2006
25527197,2006
25544430,2006
25544430,2006
25544429,2006
25544429,2006
25574775,2006
25574777,2006
25559790,2006
25559789,2006
25607881,2006
25574776,2006
25574776,2006
25607879,2006
25574779,2006
25574778,2006
25586127,2006
25586126,2006
25586125,2006
25586130,2006
25586130,2006
25586128,2006
25586129,2006
25607889,2006
25607888,2006
25607887,2006
25607887,2006
25607887,2006
25607887,2006
25607886,2006
25625019,2006
25625019,2006
25625019,2006
25625019,2006
25640828,2006
25625020,2006
25625020,2006
25625020,2006
25625020,2006
25625020,2006
25625020,2006
25640832,2006
25640830,2006
25640831,2006
25658624,2006
25658628,2006
25640834,2006
25658626,2006
25674498,2006
25658630,2006
25658630,2006
25658629,2006
25674499,2006
25689177,2006
25689178,2006
25701538,2006
25701539,2006
25713833,2006
25713833,2006
25713833,2006
25713833,2006
25701537,2006
25701536,2006
25701536,2006
25713831,2006
25713834,2006
25713837,2006
25713835,2006
25713835,2006
25738130,2006
25738129,2006
25754259,2006
25754258,2006
25754261,2006
25754260,2006
25772050,2006
25832922,2006
25786524,2006
25786523,2006
25786519,2006
25786522,2006
25786521,2006
25832921,2006
25801104,2006
25801103,2006
25801103,2006
25812422,2006
25812424,2006
25812423,2006
25812420,2006
25812421,2006
25801105,2006
25832919,2006
25980543,2006
25832923,2006
25850195,2006
25865878,2006
25865878,2006
25865878,2006
25865878,2006
25865880,2006
25865881,2006
25865881,2006
25881908,2006
25896928,2006
25881912,2006
25881912,2006
25881911,2006
25881910,2006
25881909,2006
25950256,2006
25950257,2006
25950257,2006
25896931,2006
25896932,2006
25911846,2006
25950255,2006
25896927,2006
25896927,2006
25896930,2006
25911848,2006
25911850,2006
25911850,2006
25911850,2006
